Date,Open,High,Low,Close,Adj Close,Volume,daily_return
2024-06-06,2870.0,2887.39990234375,2842.699951171875,2863.199951171875,2853.51513671875,8927861,0.007607751315320204
2024-06-07,2857.0,2944.0,2853.0,2939.89990234375,2929.95556640625,9279348,0.026435642269421022
2024-06-10,2939.89990234375,2986.699951171875,2936.14990234375,2942.800048828125,2932.845947265625,4625880,0.0009860068047012425
2024-06-11,2938.0,2947.35009765625,2909.35009765625,2913.35009765625,2903.49560546875,5887451,-0.010057872369733599
2024-06-12,2915.0,2952.0,2910.35009765625,2926.64990234375,2916.75048828125,5040871,0.004554757827855004
2024-06-13,2944.0,2944.5,2920.199951171875,2930.5,2920.587646484375,4590580,0.0013146947006403395
2024-06-14,2940.0,2959.35009765625,2914.449951171875,2955.10009765625,2945.1044921875,4078999,0.008359452863886176
2024-06-18,2974.699951171875,2974.800048828125,2942.699951171875,2962.050048828125,2952.031005859375,3598383,0.002349112330690194
2024-06-19,2975.0,2975.0,2912.0,2917.300048828125,2907.432373046875,4362937,-0.015223064367954361
2024-06-20,2918.0,2965.699951171875,2900.199951171875,2947.39990234375,2937.430419921875,8056888,0.010264846699624663
2024-06-21,2947.25,2949.39990234375,2881.14990234375,2908.39990234375,2898.562255859375,15585180,-0.013320352140285081
2024-06-24,2891.050048828125,2899.0,2875.0,2882.949951171875,2873.1982421875,4439193,-0.00878906079210701
2024-06-25,2886.0,2911.85009765625,2882.0,2908.300048828125,2898.462646484375,3522693,0.008754695103952277
2024-06-26,2892.10009765625,3037.949951171875,2890.25,3028.050048828125,3017.8076171875,11007441,0.040350138654289824
2024-06-27,3027.5,3075.0,3012.0,3061.10009765625,3050.745849609375,14191515,0.010855488399128336
2024-06-28,3062.050048828125,3162.0,3062.050048828125,3130.800048828125,3120.210205078125,14478668,0.022514271394768214
2024-07-01,3125.050048828125,3158.800048828125,3111.35009765625,3120.300048828125,3109.74560546875,3862153,-0.0033594490135945886
2024-07-02,3139.0,3147.0,3114.0,3130.35009765625,3119.76171875,3874623,0.0032157027485881953
2024-07-03,3132.64990234375,3150.0,3085.550048828125,3104.85009765625,3094.347900390625,4524810,-0.008179437314636483
2024-07-04,3114.0,3135.0,3101.60009765625,3108.050048828125,3097.537109375,3418588,0.0010301254824229746
2024-07-05,3107.64990234375,3197.0,3096.0,3177.25,3166.5029296875,6134855,0.02202048730992911
2024-07-08,3178.0,3217.60009765625,3165.050048828125,3201.800048828125,3190.969970703125,4750403,0.007697134442087478
2024-07-09,3195.199951171875,3201.0,3161.0,3180.550048828125,3169.791748046875,3480001,-0.006659045520410551
2024-07-10,3190.0,3195.0,3126.300048828125,3168.449951171875,3157.732666015625,3567289,-0.003811631798532225
2024-07-11,3175.0,3208.5,3141.0,3161.300048828125,3150.60693359375,5970473,-0.0022591477012360306
2024-07-12,3169.0,3210.300048828125,3149.0,3193.449951171875,3182.648193359375,6462392,0.01011850383387971
2024-07-15,3208.89990234375,3211.699951171875,3171.0,3194.449951171875,3183.644775390625,2664844,0.00031308079734393635
2024-07-16,3187.0,3200.0,3138.25,3152.5,3141.836669921875,4693419,-0.01321914059630598
2024-07-18,3152.0,3187.800048828125,3115.64990234375,3173.35009765625,3162.6162109375,6149187,0.0065920442760874914
2024-07-19,3172.0,3179.949951171875,3105.60009765625,3110.300048828125,3099.779541015625,6570195,-0.02006860675916217
2024-07-22,3074.5,3075.0,2998.550048828125,3001.35009765625,2991.197998046875,9837188,-0.03565701776123028
2024-07-23,3002.0,3011.5,2926.0,2975.800048828125,2965.734375,9026022,-0.008549292336247707
2024-07-24,2970.0,3019.0,2952.800048828125,2991.39990234375,2981.281494140625,5956681,0.005228556607679166
2024-07-25,2962.0,3000.949951171875,2954.14990234375,2984.800048828125,2974.703857421875,6259938,-0.0022087493519936025
2024-07-26,2984.800048828125,3024.85009765625,2980.699951171875,3018.050048828125,3007.841552734375,4929970,0.011078239093379114
2024-07-29,3023.89990234375,3055.0,3023.550048828125,3040.199951171875,3029.91650390625,3769275,0.007312333262579705
2024-07-30,3034.050048828125,3050.0,3020.0,3026.300048828125,3016.0634765625,4114104,-0.004582566145170806
2024-07-31,3008.0,3020.89990234375,3002.300048828125,3010.85009765625,3000.665771484375,5028673,-0.005118308655051783
2024-08-01,3024.0,3036.0,3008.60009765625,3030.60009765625,3020.34912109375,5382111,0.006538239841655926
2024-08-02,3010.0,3018.64990234375,2986.550048828125,2998.64990234375,2988.5068359375,5134124,-0.010598551022630303
2024-08-05,2960.0,2967.800048828125,2866.5,2894.64990234375,2884.858642578125,8523352,-0.03529797530742483
2024-08-06,2910.300048828125,2955.0,2902.64990234375,2912.10009765625,2902.25,5118093,0.006010396849622629
2024-08-07,2938.0,2945.0,2923.0,2929.64990234375,2919.740234375,4087284,0.006008353256453518
2024-08-08,2915.050048828125,2930.0,2891.85009765625,2898.25,2888.44677734375,6193596,-0.010775741130580935
2024-08-09,2920.0,2953.0,2912.0,2948.60009765625,2938.62646484375,3124888,0.017223372993350056
2024-08-12,2940.0,2946.0,2915.5,2921.25,2911.368896484375,4092292,-0.009318901617458897
2024-08-13,2921.5,2940.14990234375,2916.0,2927.25,2917.3486328125,3132532,0.0020518195970011485
2024-08-14,2927.10009765625,2944.0,2907.39990234375,2923.699951171875,2913.810546875,3133733,-0.001213510474558474
2024-08-16,2937.300048828125,2960.800048828125,2916.10009765625,2956.39990234375,2946.39990234375,4708451,0.011122362144242712
2024-08-19,2965.0,2996.60009765625,2961.0,2976.800048828125,2976.800048828125,6898871,0.0102648614487091
2024-08-20,2994.449951171875,3007.85009765625,2980.050048828125,2991.89990234375,2991.89990234375,4205904,0.005059690000416221
2024-08-21,2986.5,3015.75,2980.0,2997.35009765625,2997.35009765625,3884998,0.0018199930932668743
2024-08-22,3006.0,3013.0,2981.300048828125,2996.25,2996.25,5222891,-0.0003670907803922034
2024-08-23,3007.5,3022.64990234375,2996.85009765625,2999.949951171875,2999.949951171875,4624827,0.0012340988197824183
2024-08-26,3013.949951171875,3046.0,3006.0,3025.199951171875,3025.199951171875,4408057,0.008381583273036048
2024-08-27,3021.0,3026.949951171875,2998.89990234375,3000.89990234375,3000.89990234375,3125578,-0.008064977724488947
2024-08-28,3010.0,3014.949951171875,2986.0,2996.60009765625,2996.60009765625,4805143,-0.0014338659188626887
2024-08-29,3006.199951171875,3074.0,2988.0,3041.85009765625,3041.85009765625,19167679,0.01498756984495033
2024-08-30,3068.0,3079.449951171875,3006.64990234375,3019.25,3019.25,20810365,-0.007457458887526532
2024-09-02,3021.75,3053.60009765625,3013.25,3032.5,3032.5,5620426,0.004378905662720653
2024-09-03,3042.5,3046.0,3015.0,3018.25,3018.25,5461900,-0.004710168605708443
2024-09-04,3001.39990234375,3035.0,2999.0,3029.10009765625,3029.10009765625,5991652,0.00358838470524929
2024-09-05,3038.10009765625,3051.550048828125,2974.10009765625,2985.949951171875,2985.949951171875,8132084,-0.014347640120542031
2024-09-06,2985.0,2994.0,2923.25,2929.64990234375,2929.64990234375,9697114,-0.019035009179954595
2024-09-09,2933.0,2939.85009765625,2911.199951171875,2924.89990234375,2924.89990234375,4505149,-0.001622669957798974
2024-09-10,2921.0,2944.10009765625,2915.14990234375,2923.050048828125,2923.050048828125,5384130,-0.0006326502766851062
2024-09-11,2926.10009765625,2937.5,2895.10009765625,2903.0,2903.0,4880101,-0.006882923358135544
2024-09-12,2914.0,2972.0,2891.75,2959.60009765625,2959.60009765625,11174688,0.019309472023200762
2024-09-13,2952.800048828125,2966.300048828125,2939.0,2945.25,2945.25,4355664,-0.004860453921601923
2024-09-16,2955.10009765625,2961.800048828125,2929.5,2942.699951171875,2942.699951171875,2740887,-0.0008661924808164723
2024-09-17,2948.0,2954.949951171875,2933.25,2944.60009765625,2944.60009765625,2967664,0.0006455069504170407
2024-09-18,2940.0,2964.0,2921.10009765625,2926.89990234375,2926.89990234375,4287357,-0.006029208526376033
2024-09-19,2932.5,2953.0,2911.10009765625,2939.35009765625,2939.35009765625,8477951,0.004244692608005456
2024-09-20,2948.0,2990.0,2942.75,2971.85009765625,2971.85009765625,15448660,0.010996185683650305
2024-09-23,2982.0,3003.0,2977.89990234375,2986.75,2986.75,4416157,0.005001152336224321
2024-09-24,2977.0,3001.0,2975.75,2978.75,2978.75,8568722,-0.002682090284381303
2024-09-25,2967.800048828125,2993.0,2960.39990234375,2987.89990234375,2987.89990234375,3534501,0.0030670173936657684
2024-09-26,2981.300048828125,3008.0,2976.10009765625,2995.89990234375,2995.89990234375,9409499,0.0026738878396912118
2024-09-27,2998.0,3066.949951171875,2984.0,3052.35009765625,3052.35009765625,10298739,0.018667163075790066
2024-09-30,3038.800048828125,3049.949951171875,2948.800048828125,2953.14990234375,2953.14990234375,13504407,-0.03303945353586265
2024-10-01,2961.300048828125,2975.89990234375,2925.64990234375,2929.64990234375,2929.64990234375,8215821,-0.007989435568986965
